project,from_name,to_name,from_url,to_url,from_fqs,from_tctracer_fqs,from_testlinker_fqs,to_fqs,to_tctracer_fqs,to_testlinker_fqs,from_artifact,to_artifact,to_call_depth,candidate,label,tags,notes
mockito,normal_mock_OptionalLong_isPresent_isEmpty_Issue2865,mock,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsOptionalMocksTest.java#L125,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L2116,org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.Mockito.mock(java.lang.Class<T>),org.mockito.Mockito.mock(Class),org.mockito.Mockito.mock(Class),#test-code #test-case-method,#main-code,1,1,1,,
mockito,normal_mock_OptionalLong_isPresent_isEmpty_Issue2865,isEmpty,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsOptionalMocksTest.java#L125,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/util/collections/HashCodeAndEqualsSafeSet.java#L63,org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.isEmpty(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.isEmpty(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.isEmpty(),#test-code #test-case-method,#main-code,1,0,0,,
mockito,normal_mock_OptionalLong_isPresent_isEmpty_Issue2865,getOptLong,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsOptionalMocksTest.java#L125,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsOptionalMocksTest.java#L23,org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.Type.getOptLong(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.Type.getOptLong(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.Type.getOptLong(),#test-code #test-case-method,#test-code #test-helper-method,1,1,0,,
mockito,normal_mock_OptionalLong_isPresent_isEmpty_Issue2865,assertThat,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsOptionalMocksTest.java#L125,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/JUnitResultAssert.java#L165,org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockito.internal.stubbing.defaultanswers.ReturnsOptionalMocksTest.normal_mock_OptionalLong_isPresent_isEmpty_Issue2865(),org.mockitoutil.JUnitResultAssert.assertThat(org.junit.runner.Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),#test-code #test-case-method,#main-code,1,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,answer,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Answers.java#L89,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.Answers.answer(org.mockito.invocation.InvocationOnMock),org.mockito.Answers.answer(InvocationOnMock),org.mockito.Answers.answer(InvocationOnMock),#test-code #test-case-method,#main-code,1,0,1,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,mock,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/Mockito.java#L2116,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.Mockito.mock(java.lang.Class<T>),org.mockito.Mockito.mock(Class),org.mockito.Mockito.mock(Class),#test-code #test-case-method,#main-code,1,1,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,toString,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/exceptions/verification/WantedButNotInvoked.java#L20,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.exceptions.verification.WantedButNotInvoked.toString(),org.mockito.exceptions.verification.WantedButNotInvoked.toString(),org.mockito.exceptions.verification.WantedButNotInvoked.toString(),#test-code #test-case-method,#main-code,1,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,create,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/debugging/LocationFactory.java#L16,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.debugging.LocationFactory.create(),org.mockito.internal.debugging.LocationFactory.create(),org.mockito.internal.debugging.LocationFactory.create(),#test-code #test-case-method,#main-code,2,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,InterceptedInvocation,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/invocation/InterceptedInvocation.java#L40,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),"org.mockito.internal.invocation.InterceptedInvocation.InterceptedInvocation(org.mockito.internal.invocation.mockref.MockReference<java.lang.Object>, org.mockito.internal.invocation.MockitoMethod, java.lang.Object[], org.mockito.internal.invocation.RealMethod, org.mockito.invocation.Location, int)","org.mockito.internal.invocation.InterceptedInvocation.InterceptedInvocation(MockReference, MockitoMethod, Object[], RealMethod, Location, int)","org.mockito.internal.invocation.InterceptedInvocation.InterceptedInvocation(MockReference, MockitoMethod, Object[], RealMethod, Location, int)",#test-code #test-case-method,#main-code,2,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,SerializableMethod,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/invocation/SerializableMethod.java#L29,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.invocation.SerializableMethod.SerializableMethod(java.lang.reflect.Method),org.mockito.internal.invocation.SerializableMethod.SerializableMethod(Method),org.mockito.internal.invocation.SerializableMethod.SerializableMethod(Method),#test-code #test-case-method,#main-code,2,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,MockStrongReference,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/invocation/mockref/MockStrongReference.java#L14,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),"org.mockito.internal.invocation.mockref.MockStrongReference.MockStrongReference(T, boolean)","org.mockito.internal.invocation.mockref.MockStrongReference.MockStrongReference(T, boolean)","org.mockito.internal.invocation.mockref.MockStrongReference.MockStrongReference(T, boolean)",#test-code #test-case-method,#main-code,2,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,invocationMethodWithArgs,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L141,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.invocationMethodWithArgs(T),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.invocationMethodWithArgs(T),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.invocationMethodWithArgs(T),#test-code #test-case-method,#test-code #test-helper-method,1,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,get,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L51,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.Foo.get(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.Foo.get(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.Foo.get(),#test-code #test-case-method,#test-code #test-helper-method,1,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,assertThat,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/JUnitResultAssert.java#L165,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockitoutil.JUnitResultAssert.assertThat(org.junit.runner.Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),#test-code #test-case-method,#main-code,1,0,0,,
mockito,should_throw_a_error_on_invocation_of_returned_mock,hasMessageContaining,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNullsTest.java#L242,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/TestBase.java#L37,org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockito.internal.stubbing.defaultanswers.ReturnsSmartNullsTest.should_throw_a_error_on_invocation_of_returned_mock(),org.mockitoutil.TestBase.hasMessageContaining(java.lang.String),org.mockitoutil.TestBase.hasMessageContaining(String),org.mockitoutil.TestBase.hasMessageContaining(String),#test-code #test-case-method,#main-code,1,0,0,,
mockito,isNotEqualToAnOtherTypeOfSetWithSameContent,of,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/util/collections/HashCodeAndEqualsSafeSetTest.java#L141,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/main/java/org/mockito/internal/util/collections/HashCodeAndEqualsSafeSet.java#L164,org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.isNotEqualToAnOtherTypeOfSetWithSameContent(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.isNotEqualToAnOtherTypeOfSetWithSameContent(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.isNotEqualToAnOtherTypeOfSetWithSameContent(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.of(java.lang.Object...),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.of(Object[]),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSet.of(Object[]),#test-code #test-case-method,#main-code,1,0,1,,
mockito,isNotEqualToAnOtherTypeOfSetWithSameContent,assertThat,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/test/java/org/mockito/internal/util/collections/HashCodeAndEqualsSafeSetTest.java#L141,https://github.com/mockito/mockito/blob/d16fcfc274d7ca03a2b4bdc22dd7c3ec6dac8690/mockito-core/src/testFixtures/java/org/mockitoutil/JUnitResultAssert.java#L165,org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.isNotEqualToAnOtherTypeOfSetWithSameContent(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.isNotEqualToAnOtherTypeOfSetWithSameContent(),org.mockito.internal.util.collections.HashCodeAndEqualsSafeSetTest.isNotEqualToAnOtherTypeOfSetWithSameContent(),org.mockitoutil.JUnitResultAssert.assertThat(org.junit.runner.Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),org.mockitoutil.JUnitResultAssert.assertThat(Result),#test-code #test-case-method,#main-code,1,0,0,,
